id,chamber,cid,calendar_year,report_type,liability_spouse_joint_dep,creditor,orgname,ulorg,realcode,source,type_of_liability,liability_loc,liability_date,liability_date_text,liability_term,liability_term2,liability_interest_rate,liability_amount,dupe
A080066155,H,N00003572,8,Y, ,Cong. Credit Union,Congressional Federal Credit Union,,Y0000,,Loan,,",", ,,,,C , 
A080066156,H,N00003572,8,Y, ,Thrift Savings Program,Federal Thrift Savings Plan,,Y0000,,Loan,,",", ,,,,C , 
A080066423,H,N00003765,8,Y,J,"ditech of Waterloo, IA","Ditech of Waterloo, IA",,Y0000,,Mortgage,"Columbus, IN",",", ,,,,D , 
A080066424,H,N00003765,8,Y,J,"ditech of Waterloo, IA","Ditech of Waterloo, IA",,Y0000,,Second Mortgage,"Columbus, IN",",", ,,,,C , 
A080066525,H,N00004403,8,Y,J,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo,F1100,Hvr03,Mortgage,"La Crosse, WI",",", ,,,,C , 
A080066526,H,N00004403,8,Y,J,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo,F1100,Hvr03,Mortgage,"Ettrick, WI",",", ,,,,E , 
A080066527,H,N00004403,8,Y,J,Jackson County Bank,Jackson County Bank,,F1000,Name,Mortgage,"Ettrick, WI",",", ,,,,E , 
A080066618,H,N00004426,8,Y, ,Merrill Lynch,Merrill Lynch,,F2100,PAC,Loan Secured Of Stock,,",", ,,,,H , 
A080066648,H,N00004558,8,Y, ,"Peterson Fox, Inc. 50% ownership",Peterson Fox Inc,,Y0000,,demand loan created when stock issued 1/1/90,,",", ,,,,C , 
A080066765,S,N00004615,8,Y, ,American Bank Center (previously Bank Center First) the mortgage on line 1 was paid in full on 01/04,American Bank Center,,F1100,Name,"Mortgage & Loan for apt bldg in Bismarck, see Part III-B","Bismarck, ND",",", ,1999,20 Yrs,7,3,d
A080066766,S,N00004615,8,Y, ,American Bank Center (previously Bank Center First) the mortgage on line 3 was paid in full on 01/02,American Bank Center,,F1100,Name,"Mortgage & Loan for apt bldg in Bismarck, see Part III-B","Bismarck, ND",",", ,1999,20 Yrs,7,4,d
A080066816,S,N00004643,8,Y, ,Sun Trust Bank,SunTrust Banks,SunTrust Banks,F1100,PAC,Line of Credit,"Washington, DC",",", ,2006,Demand,Var,4, 
A080066847,H,N00004724,8,Y,S,Citibank A Advantage,Citibank AAdvantage,,Y0000,,Credit Card,,",", ,,,,C , 
A080066848,H,N00004724,8,Y,S,Wachovia Securities,Wachovia Securities,,F2100,Hvr07,Loan on Stock,,",", ,,,,B , 
A080067045,H,N00004762,8,Y, ,"Citi Mortgage Columbus, Ohio",CitiMortgage Inc,Citigroup Inc,F4600,Name,"Mortgage on Washington, D.C. Residence",,",", ,,,,F , 
A080067078,S,N00004118,8,Y, ,NuUnion Credit Union,NuUnion Credit Union,,F1300,Name,Revolving Line of Credit,"Lansing, MI",",", ,2008,mo payment,13%,2, 
B120029306,H,N00013846,12,Y,J,"Coastal Bank and Trust Pensacola, Florida","Coastal Bank & Trust Pensacola, Florida",,Y0000,,Mortgage 25 acres,,",", ,,,,E ,D
B120029307,H,N00013846,12,Y,J,"Coastal Bank and Trust Pensacola, Florida","Coastal Bank & Trust Pensacola, Florida",,Y0000,,Signature Loan,,",", ,,,,C ,D
B120029310,H,N00013847,12,T,J,Wells Fargo Mortgage,Wells Fargo Home Mortgage,Wells Fargo,F4600,WebDW,Mortgage on personal residence,,",", ,,,,F ,M
B120029331,H,N00013855,12,Y, ,East Boston Savings,East Boston/Savings,,Y0000,,Mortgage,,",", ,,,,F ,
B120029332,H,N00013855,12,Y, ,GMAC,General Motors Acceptance Corp,General Motors,F3100,Hvr12,Mortgage,,",", ,,,,E ,
B120029362,H,N00024753,12,Y,S,"American State Bank Greenwood Village, CO",American State Bank Greenwood Village,,Y0000,,2nd Mortgage,,",", ,,,,D ,M
B120029389,H,N00024759,12,Y,J,Compass Bank Mtg.,Compass Bank,Banco Bilbao Vizcaya Argentaria,F1100,Lob11,Mtg. of Primary Home Personal residence,,",", ,,,,G ,M
B120029390,H,N00024759,12,Y,J,Wells Fargo Home Mtg.,Wells Fargo Home Mortgage,Wells Fargo,F4600,WebDW,Mtg. on 2nd Home personal residence,,",", ,,,,F ,M
B120029391,H,N00024759,12,Y,J,Wells Fargo Home Mtg. (Equity),Wells Fargo Home Mortgage,Wells Fargo,F4600,WebDW,Equity Line on 2nd Home,,",", ,,,,E ,M
B120031493,H,N00027035,12,Y, ,"Cornerstone Bank (refinanced), Wilson, NC","Cornerstone Bank (refinanced), Wilson, N",,Y0000,,Mortgage,,",", ,,,,C ,
B120031512,H,N00027060,12,Y,S,Chase,Chase,,Y0000,,Revolving charge,,",", ,,,,C ,
B120031513,H,N00027060,12,Y,J,CUC Mortgage,CUC Mortgage,,Y0000,,Mortgage on personal residence,,",", ,,,,E ,M
B120031615,H,N00027229,12,Y, ,First Federal Savings And Loan Association Of Bucks County,First Federal Savings & Loan Assn,,Y0000,,Mortgage On Primary Residence,,",", ,,,,E ,M
B120031713,H,N00027239,12,Y,J,South Division Credit Union,South Division Credit Union,,Y0000,,Mortgage on Personal Residence,,",", ,,,,F ,M
B120031778,H,N00027462,12,Y,J,PNC Mortgage,PNC Mortgage,,Y0000,,Personal Residence,,",", ,,,,F ,M
B120031779,H,N00027462,12,Y,J,Synovus,Synovus Financial Corp,,F1100,PAC,Personal Residence,,",", ,,,,C ,M
B120031798,H,N00027467,12,Y,J,Chase,Chase,,Y0000,,Revolving,,",", ,,,,C ,
B120031799,H,N00027467,12,Y,J,MBNA - Bank of America,MBNA Bank of America,,Y0000,,Revolving,,",", ,,,,B ,
B120031800,H,N00027467,12,Y,J,CitiMortgage,Citimortgage Inc,,F4600,Name,Mortgage,,",", ,,,,E ,
B120031801,H,N00027467,12,Y,J,Chase Home Finance,Chase Home Finance,Chase Corp,F4600,WebDA,Line of Credit,,",", ,,,,D ,
B120031802,H,N00027467,12,Y,J,American Express,American Express,,F1400,PAC,Revolving,,",", ,,,,B ,
B120031832,H,N00027493,12,Y, ,United Bank,United Bank,First United Bancorp,F1100,Name,Mortgage on Lake Elmo Prop,,",", ,,,,F ,D
B120031833,H,N00027493,12,Y, ,United Bank,United Bank,First United Bancorp,F1100,Name,Business Loan,,",", ,,,,E ,
B120031834,H,N00027493,12,Y, ,Lake Elmo Bank,Lake Elmo Bank,,Y0000,,Mortgage on Lake Elmo Prop-refinanced above 2 loans,,",", ,,,,G ,
B120032037,H,N00027523,12,Y, ,"6050 Bird East, West New York",6050 Bird East/West New York,,Y0000,,Mortgage,,",", ,,,,F ,D
B120032038,H,N00027523,12,Y, ,12807 Guilford Terrace,12807 Guilford Terrace,,Y0000,,Mortgage,,",", ,,,,D ,D
B120032139,H,N00027526,12,T, ,Bruce Fine & Assoc,Bruce Fine & Assoc,,Y0000,,Legal Fee,,",", ,,,,F ,
B120032140,H,N00027526,12,T, ,Sellzmen & Evinch,Sellzmen & Evinch,,Y0000,,Legal Fee,,",", ,,,,C ,
B120032141,H,N00027526,12,T, ,Taft Stettinius & Hollister,"Taft, Stettinius & Hollister",,K1000,WebDA,Legal Fee,,",", ,,,,F ,
B120032379,H,N00027623,12,Y, ,"Valley Bank and Trust (Gering, NE) Note: Refinance the 09-23-2004 loan",Valley Bank & Trust,,F1000,Name,Real Estate Investment (My Other Garage),,",", ,,,,D ,
B120032380,H,N00027623,12,Y, ,Sun Trust (Mortgage),Sun Trust/Mortgage,,Y0000,,Mortgage on Residence,,",", ,,,,F ,M
B120032381,H,N00027623,12,Y, ,Geneva State Bank (Mortgage),Geneva State Bank (Mortgage),,Y0000,,Mortgage on Residence,,",", ,,,,C ,M
B120032382,H,N00027623,12,Y, ,GMAC (Mortgage),GMAC (Mortgage),,Y0000,,Mortgage on Residence,,",", ,,,,C ,M
B120032383,H,N00027623,12,Y, ,State Farm Home Equity Line of Credit (Gering Home),State Farm Home Equity,,Y0000,,Gering Home,,",", ,,,,C ,M
C110008406,H,N00009738,11,Y, ,Discover,Discover,,Y0000,,Revolving Credit,,",", ,,,,B ,
C110008407,H,N00009738,11,Y, ,Houston Home Mortgage,Houston Home Mortgage,,Y0000,,Home Mortgage,,",", ,,,,E ,
C110008408,H,N00009738,11,Y, ,Northern VA House Mortgage,Northern VA House Mortgage,,Y0000,,Northern VA House Mortgage,,",", ,,,,G ,
C110008456,H,N00009753,11,Y, ,US Bank,US Bancorp,,F1100,PAC,Mortgage on Personal Residence,"Salt Lake City, UT",",", ,,,,F ,m
C110008457,H,N00009753,11,Y, ,Wells Fargo Home Mortgage,Wells Fargo Home Mortgage,Wells Fargo,F4600,WebDW,Mortgage on Personal Residence,"Washington, DC",",", ,,,,E ,m
C110008481,H,N00009759,11,Y,J,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo,F1100,Hvr12,Mortgage,,",", ,,,,F ,m
C110008482,H,N00009759,11,Y,J,Everbank,Everbank,,F1000,Name,Mortgage,,",", ,,,,D ,m
C110008483,H,N00009759,11,Y,J,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo,F1100,Hvr12,Mortgage,,",", ,,,,F ,m
C110008577,H,N00009771,11,Y,S,Wells Fargo,Wells Fargo,,F1100,PAC,Margin Loan,,",", ,,,,E ,d
C110008578,H,N00009771,11,Y,S,Citigroup VISA,Citigroup VISA,,Y0000,,Credit Card,,",", ,,,,C ,d
C110008579,H,N00009771,11,Y,J,United Bank,United Bank,,F1000,Name,Line of credit,,",", ,,,,E ,d
C110008580,H,N00009771,11,Y,S,US Airways Mastercard,US Airways MasterCard,,Y0000,,credit card,,",", ,,,,C ,d
C110008581,H,N00009771,11,Y, ,Smith Barney,Morgan Stanley Smith Barney,Morgan Stanley,F2100,Hvr11,Margin loan,,",", ,,,,B ,d
C110008582,H,N00009771,11,Y,J,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage,"Charleston, WV",",", ,,,,F ,d
C110008583,H,N00009771,11,Y,J,Wells Fargo,Wells Fargo,,F1100,PAC,Home Equity Line,,",", ,,,,B ,d
C110008584,H,N00009771,11,Y,J,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage,"Washington, DC",",", ,,,,F ,d
C110008585,H,N00009771,11,Y,J,CitiMortgage,CitiMortgage Inc,,F4600,Name,Mortgage,"Washington, DC",",", ,,,,F ,d
C110008586,H,N00009771,11,Y,S,CitiMortgage,CitiMortgage Inc,,F4600,Name,Mortgage on property,"Lexington, VA",",", ,,,,E ,d
C110008587,H,N00009771,11,Y,J,United Bank,United Bank,,F1000,Name,Mortgage,"Chas, WV",",", ,,,,F ,d
C110008588,H,N00009771,11,Y,S,Smith Barney,Morgan Stanley Smith Barney,Morgan Stanley,F2100,Hvr11,Margin loan,,",", ,,,,E ,d
C110008682,H,N00009771,11,A,S,Wells Fargo,Wells Fargo,,F1100,PAC,Margin Loan,,",", ,,,,E ,
C110008683,H,N00009771,11,A,S,Citigroup VISA,Citigroup VISA,,Y0000,,Credit Card,,",", ,,,,C ,
C110008684,H,N00009771,11,A,J,United Bank,United Bank,,F1000,Name,Line of credit,,",", ,,,,E ,
C110008685,H,N00009771,11,A,S,US Airways Mastercard,US Airways MasterCard,,Y0000,,credit card,,",", ,,,,C ,
C110008686,H,N00009771,11,A, ,Smith Barney,Morgan Stanley Smith Barney,Morgan Stanley,F2100,Hvr11,Margin loan,,",", ,,,,B ,
C110008687,H,N00009771,11,A,J,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage,"Charleston, WV",",", ,,,,F ,m
C110008688,H,N00009771,11,A,J,Wells Fargo,Wells Fargo,,F1100,PAC,Home Equity Line,,",", ,,,,B ,m
C110008689,H,N00009771,11,A,J,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage,"Washington, DC",",", ,,,,F ,m
C110008690,H,N00009771,11,A,J,CitiMortgage,CitiMortgage Inc,,F4600,Name,Mortgage,"Washington, DC",",", ,,,,F ,m
C110008691,H,N00009771,11,A,S,CitiMortgage,CitiMortgage Inc,,F4600,Name,Mortgage on property,"Lexington, VA",",", ,,,,E ,m
C110008692,H,N00009771,11,A,J,United Bank,United Bank,,F1000,Name,Mortgage,"Chas, WV",",", ,,,,F ,m
C110008693,H,N00009771,11,A,S,Smith Barney,Morgan Stanley Smith Barney,Morgan Stanley,F2100,Hvr11,Margin loan,,",", ,,,,E ,
C110008782,H,N00009774,11,Y,J,GMAC Mortgage,GMAC Mortgage,Ally Financial,F4600,Name,Mortgage,"Washington, DC",",", ,,,,D ,
C110008783,H,N00009774,11,Y,J,GMAC Mortgage,GMAC Mortgage,Ally Financial,F4600,Name,Mortgage,"Los Angeles, CA",",", ,,,,E ,
C110008784,H,N00009774,11,Y,J,SunTrust Mortgage,SunTrust Mortgage,,F4600,Name,Mortgage,"Chevy Chase, MD",",", ,,,,G ,m
C110008817,H,N00009795,11,Y, ,PHH Mortgage,PHH Mortgage,PHH Corp,F4600,Lob11,Mortgage,"Washington, DC",",", ,,,,F ,m
C110008860,H,N00009816,11,Y,J,"Primary Residence, Robbinsville, NJ",,,Y0000,,"Primary Residence/Robbinsville, NJ",,",", ,,,,  ,m
Z150245469,H,N00024809,15,Y, ,Cenlar,Cenlar,,Y0000,,"Mortgage secured by Property at Tally Ho Court, Sapphire, NC",,",", ,13-Apr,,,F ,
Z150244057,H,N00001971,15,Y, ,"CitiBank Home Line of Credit, San Antonio, TX","CitiBank Home Line of Credit, San Antonio, TX",,Y0000,,Home Equity Mortgage,,",", ,4-Nov,,,E ,d
Z150243988,H,N00033832,15,Y, ,First Federal Bank,First Federal Bank,,Y0000,,"Mortgage in Rice REI, LLC",,",", ,"February, 2012",,,H ,
Z160184893,H,N00007781,16,Y, ,ArcHome,ArcHome,,Y0000,,Principal residence mortgage,,",", ,1/2/2013,,,E ,
Z160184987,H,N00030645,16,Y, ,BANK OF AMERICA,BANK OF AMERICA,,Y0000,,MOTOR HOME,,",", ,15-Mar,,,E ,d
Z150244250,H,N00028152,15,Y, ,Kern Schools Federal Credit Union,Kern Schools Federal Credit Union,,Y0000,,Mortgage on Personal CA Residence,,",", ,10-Dec,,,E ,m
Z150244890,H,N00035972,15,Y, ,Wells Fargo Bank,Wells Fargo Bank,,Y0000,,revolving credit,,",", ,14-Jan,,,C ,
Z160184863,H,N00007099,16,Y, ,Citizens Business Bank ,"Citizens Business Bank Corona, CA",,Y0000,,"Mortgage  Corona, CA",,",", ,4-May,,,E ,
Z150244100,H,N00002893,15,Y, ,BB&T,BB&T,,Y0000,,"Mortgage on 1000 New Jersey Ave SE Apt 224, Washington DC 20003",,",", ,14-Jun,,,E ,
Z160185509,H,N00031226,16,Y, ,"First Federal Savings Bank (Rochester, IN)","First Federal Savings Bank (Rochester, IN)",,Y0000,,Mortgage on personal residence,,",", ,8-May,,,E ,
Z150243959,H,N00035307,15,A, ,Department of Educaton,Department of Educaton,,Y0000,,Student loan,,",", ,5-Sep,,,C ,
Z160184853,H,N00006863,16,Y, ,Wells Fargo Home Mortgage,Wells Fargo Home Mortgage,,Y0000,,Mortgage on personal residence,,",", ,"December, 2004",,,F ,
Z150244050,H,N00033549,15,Y, ,Wells Fargo Home Mortgage,Wells Fargo Home Mortgage,,Y0000,,Washington DC condo,,",", ,13-Jan,,,F ,m
Z150244877,H,N00035792,15,Y, ,"Regions Bank, Panama City, FL","Regions Bank, Panama City, FL",,Y0000,,Guarantor on commercial loan; Investment in New Gascony LLC,,",", ,5-Sep,,,D ,
Z160185632,H,N00035792,16,Y, ,"Regions Bank, Panama City, FL","Regions Bank, Panama City, FL",,Y0000,,Guarantor on commercial loan; Investment in New Gascony LLC,,",", ,5-Sep,,,D ,
Z150244059,H,N00001971,15,Y, ,"Roundpoint Mortgage Servicing Corp., Charlotte, NC","Roundpoint Mortgage Servicing Corp., Charlotte, NC",,Y0000,,"1st Mortgage on 132 Randolph Place, NW, Washington, DC",,",", ,2015,,,F ,d
Z150245507,H,N00026885,15,A, ,WELLs FaRGO HOME MORTGaGE,WELLs FaRGO HOME MORTGaGE,,Y0000,,MORTGaGE ON sECOND HOME,,",", ,9-Sep,,,F ,m
Z150245492,H,N00025175,15,Y, ,Wells Fargo Home Mortgage,Wells Fargo Home Mortgage,,Y0000,,Mortgage on personal residence (not rented) Washington DC,,",", ,5-Jul,,,E ,
Z160184744,H,N00000615,16,Y, ,"Card Services Philadelphia, PA 19101","Card Services Philadelphia, PA 19101",,Y0000,,Revolving Charge Account,,",", ,12/31/2014,,,C ,
Z150244487,H,N00001003,15,Y, ,Harry Bajraktari,Harry Bajraktari,,Y0000,,"Mortgage loan- Primary residence, NY",,",", ,11-Feb,,,E ,m
Z150244490,H,N00001102,15,Y, ,Nationstar Mortgage,Nationstar Mortgage,,Y0000,,Mortgage,,",", ,4-Jun,,,E ,m
Z160185605,H,N00034746,16,Y, ,Sallie mae,Sallie mae,,Y0000,,Student Loan #2,,",", ,5-Jun,,,C ,
Z150244361,H,N00031741,15,Y, ,FIFTH THIRD BANK,FIFTH THIRD BANK,,Y0000,,MORTGAGE ON MASS AVE RENTAL CONDO,,",", ,2002,,,C ,
Z150244171,H,N00009604,15,A, ,JPMorgan Chase,JPMorgan Chase,,Y0000,,Mortgage on San Diego Residence,,",", ,12-Jan,,,F ,
Z150245510,H,N00027035,15,Y, ,Credit Union Mortgage Association - DC Home,Credit Union Mortgage Association - DC Home,,Y0000,,DC Home Mortgage,,",", ,4-Oct,,,E ,d
Z160184781,H,N00036351,16,O, ,Mini Financial Services,Mini Financial Services,,Y0000,,Car loan,,",", ,15-May,,,C ,
Z160185406,H,N00026627,16,Y, ,South State Bank,South State Bank,,Y0000,,"Mortgage on personal residence, Denver, NC",,",", ,12-May,,,F ,
Z160184877,H,N00007360,16,Y, ,Union Bank of California,Union Bank of California,,Y0000,,"Equity Line of Credit on 11 Zinfandel Lane, St. Helena, CA",,",", ,2-Jul,,,G ,
Z150244808,H,N00034224,15,Y, ,Wells Fargo,Wells Fargo,,Y0000,,primary home mortgage,,",", ,11-Jun,,,C ,
Z160185708,H,N00004403,16,Y, ,altra Federal Credit Union,altra Federal Credit Union,,Y0000,,Mortgage on Personal Residence,,",", ,2011,,,D ,
Z160185300,H,N00026314,16,Y, ,Provident Funding Associates,Provident Funding Associates,,Y0000,,"mortgage on personal residence, Spokane WA",,",", ,15-Feb,,,E ,
Z160184923,H,N00025175,16,Y, ,Bank of America Merrill Lynch,Bank of America Merrill Lynch,,Y0000,,Loan Managment Account (Margin Account) 9311,,",", ,November 1 2016,,,F ,
B120037647,H,N00031681,12,Y, ,"WesBanco Bank, Wheeling WV","WesBanco Bank, Wheeling WV",,Y0000,,Personal guarantee portion on loans secured by Commercial property owned by DEAB LLC,,",", ,,,,B ,D
B120037648,H,N00031681,12,Y, ,"WesBanco Bank, Wheeling WV","WesBanco Bank, Wheeling WV",,Y0000,,Personal guarantee portion on loans secured by Commercial property owned by DEAB LLC,,",", ,,,,D ,D
B120037649,H,N00031681,12,Y, ,"Main Street Bank, Wheeling WV","Main Street Bank, Wheeling WV",,Y0000,,Personal guarantee portion on loans secured by Commercial property owned by DEAB 2,,",", ,,,,D ,D
B120037896,H,N00031777,12,Y,J,Wells Fargo Mortgage,Wells Fargo Home Mortgage,Wells Fargo,F4600,WebDW,Mortgage,,",", ,,,,E ,
B120037897,H,N00031777,12,Y,J,American Home Mortgage,American Home Mortgage,,Y0000,,Mortgage,,",", ,,,,F ,
B120037898,H,N00031777,12,Y,J,Chase Mortgage,Chase Mortgage,,Y0000,,Mortgage on primary residence,,",", ,,,,F ,M
B120037914,H,N00031857,12,Y,J,Arvest Bank,Arvest Bank & Trust,,Y0000,,Mortgage on Primary Residence,,",", ,,,,E ,m
B120037923,H,N00031877,12,Y, ,Land Home Mortgage,Land Home Mortgage,,Y0000,,Mortgage on personal residence,,",", ,,,,F ,M
B120037924,H,N00031877,12,Y, ,Green Tree Mortgage,Green Tree Mortgage,,Y0000,,Mortgage on personal residence,,",", ,,,,F ,M
B120037995,H,N00031933,12,Y, ,Sharon Credit Union Sharon MA - paid off 9/17/2012,Sharon Credit Union,,F1300,Name,Mortgage,,",", ,,,,D ,m
B120038099,H,N00031934,12,Y,S,Wild Rivers Land Management Inc.,Wild River Land Management Inc,,Y0000,,Mortgage,,",", ,,,,F ,M
B120038133,H,N00031938,12,Y, ,Fifth Third Bank,Fifth Third Bancorp,,F1100,PAC,Personal Residence Mortgage,,",", ,,,,F ,M
B120038134,H,N00031938,12,Y, ,Fifth Third Bank,Fifth Third Bancorp,,F1100,PAC,Personal Residence Equity Line,,",", ,,,,E ,M
B120038181,H,N00031958,12,Y,S,American Express,American Express,,F1400,PAC,Revolving Credit,,",", ,,,,C ,
B120038182,H,N00031958,12,Y, ,Land Leakesville - Southern Agg Credit,Land Leakesville - Southern Ag Credit,,Y0000,,Mortgage Loan,,",", ,,,,C ,M
B120038186,H,N00031998,12,Y, ,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage,,",", ,,,,F ,M
B120038205,H,N00032014,12,T,J,Ameriserv Finl,Ameriserv Financial,,Y0000,,Mortgage,,",", ,,,,D ,M
B120038212,H,N00032019,12,Y, ,"Citizens Bank, Providence, RI","Citizens Bank, Providence, RI",,Y0000,,Line of Credit,,",", ,,,,E ,
B120038213,H,N00032019,12,Y, ,"CCO Mortgage, Glen Allen, VA",CCO Mortgage,,Y0000,,Mortgage on Primary Residence,,",", ,,,,F ,M
B120038226,H,N00032022,12,Y,S,"Dakota Bank, Aberdeen, SD","Dakota Bank, Aberdeen, SD",,Y0000,,"Business loan, Noem Insurance, Inc.",,",", ,,,,G ,
B120038227,H,N00032022,12,Y,J,Bank of America,Bank Of America,,F1100,PAC,Personal residence,,",", ,,,,F ,M
B120038235,H,N00032029,12,Y,J,"Valley Bank Mortgage Salem, VA","Valley Bank Mortgage Salem, VA",,Y0000,,Mortgage,,",", ,,,,E ,
B120038236,H,N00032029,12,Y,J,"Valley Bank Mortgage Salem, VA","Valley Bank Mortgage Salem, VA",,Y0000,,Mortgage on personal residence (not rented),,",", ,,,,F ,M
B120038300,H,N00032416,12,Y, ,USAA Federal Savings Bank,USAA Federal Savings Bank,,F1200,Name,Mortgage for property,,",", ,,,,D ,M
B120038301,H,N00032416,12,Y, ,USAA Federal Savings Bank,USAA Federal Savings Bank,,F1200,Name,Mortgage for property,,",", ,,,,E ,M
B120038321,H,N00032441,12,Y,J,"Wells Fargo Bank, N.A.",Wells Fargo,,F1100,PAC,Mortgage on Rental,,",", ,,,,E ,
B120038322,H,N00032441,12,Y,J,Suncoast Schools Federal Credit Union,Suncoast Schools Federal Credit Union,,Y0000,,Refinance of Mortgage on Personal Residence,,",", ,,,,E ,M
B120038323,H,N00032441,12,Y, ,Citizens First Bank,Citizens First Bank,,F1000,Name,Mortgage on Personal Residence,,",", ,,,,F ,M
B120038337,H,N00032601,12,T, ,Merrill Lynch,Merrill Lynch,,F2100,webGK,Mortgage,,",", ,,,,E ,M
B120038362,H,N00033030,12,Y,J,Wells Fargo Bank,Wells Fargo,,F1100,PAC,Mortgage on personal residence (not rented),,",", ,,,,F ,D
B120038379,H,N00033054,12,Y,J,"Yellowstone Bank Bozeman, MT","Yellowstone Bank Bozeman, MT",,Y0000,,Mortgage,,",", ,,,,G ,M
B120038638,H,N00033106,12,Y,S,"American Express Card, PO Box 650448, Dallas, TX",American Express Card,,Y0000,,Revolving Credit Card,,",", ,,,,C ,
B120038662,H,N00033220,12,Y, ,Suntrust Mortgage,SUNTRUST MORTGAGE,,F4600,Name,Home Equity Loan,,",", ,,,,C ,M
Z150245445,H,N00007781,15,Y, ,Penn Fed Credit Union,Penn Fed Credit Union,,Y0000,,Loan secured by boat which is my DC residence,,",", ,5/15/2015,,,C ,
Z160185609,H,N00025237,16,Y, ,PNC Bank,PNC Bank,,Y0000,,"Mortgage on Washington, DC Personal Residence",,",", ,14-May,,,E ,
Z150245616,H,N00031128,15,Y, ,Capitol Hill Tower Cooperative,Capitol Hill Tower Cooperative,,Y0000,,Corporate mortgage pro-rated Capitol Hill Tower Cooperative,,",", ,14-Jan,,,E ,d
Z160184881,H,N00007360,16,Y, ,Bank of America,Bank of America,,Y0000,,"Equity Line of Credit on 3030 K Street, Washington, DC",,",", ,3-Jan,,,E ,
Z150245342,H,N00006008,15,Y, ,Hinojosa Development Company,Hinojosa Development Company,,Y0000,,Personal Loan,,",", ,1984,,,E ,d
Z150244151,H,N00008046,15,Y, ,Wells Fargo Bank,Wells Fargo Bank,,Y0000,,"Mortgage on Palm Desert, CA Condo Residence",,",", ,12-Jul,,,E ,m
Z160185437,H,N00027623,16,Y, ,TD Bank,TD Bank,,Y0000,,Mortgage,,",", ,15-Sep,,,G ,
Z160185712,H,N00004558,16,Y, ,Well Fargo Home Mortgage,Well Fargo Home Mortgage,,Y0000,,"Mortgage on Detroit Lakes, MN residence",,",", ,9/20/2013,,,F ,
Z160185016,H,N00033367,16,Y, ,JOHN DEERE FINANCIAL,JOHN DEERE FINANCIAL,,Y0000,,"EQUIPMENT FINANCING FOR VALADAO DAIRY, HANFORD, CA",,",", ,16-Dec,,,D ,
Z150244385,H,N00032019,15,A, ,BB&T Bank,BB&T Bank,,Y0000,,Mortgage on Washington DC Residence,,",", ,15-Apr,,,F ,m
Z150244793,H,N00033373,15,Y, ,Wells Fargo,Wells Fargo,,Y0000,,Home Mortgage,,",", ,12-May,,,E ,m
Z150244223,H,N00026080,15,T, ,AG FEDERAL CREDIT UNION,AG FEDERAL CREDIT UNION,,Y0000,,"MORTGAGE ON 205 C STREET, S.E., WASHINGTON, DC",,",", ,"NOV, 2009",,,G ,
Z150245558,H,N00030600,15,Y, ,Capitol Hill Tower Housing Cooperative,Capitol Hill Tower Housing Cooperative,,Y0000,,"Mortgage on personal residence, Washington DC (not rented)",,",", ,10-May,,,E ,
Z160185399,H,N00026314,16,Y, ,J.G. Wentworth,J.G. Wentworth,,Y0000,,Mortgage on DC property,,",", ,15-Jul,,,F ,
Z160184886,H,N00007479,16,Y, ,UBS AG,UBS AG,,Y0000,,Current mortgage on primary residence (not rented),,",", ,12-Jan,,,F ,
Z160185616,H,N00035282,16,Y, ,Town & Country Bank,Town & Country Bank,,Y0000,,"138 acre Farm, House, Hay & Cattle",,",", ,14-Nov,,,E ,
Z160185374,H,N00009724,16,Y, ,Coastway Community Bank,Coastway Community Bank,,Y0000,,"Home Equity Loan on 1270 Ives Rd, Warwick, RI",,",", ,16-Jun,,,B ,
Z150244103,H,N00006008,15,A, ,Thrift Savings Plan,Thrift Savings Plan,,Y0000,,Personal Loan,,",", ,4/18/2014,,,C ,
Z160185622,H,N00035282,16,Y, ,Town & Country Bank,Town & Country Bank,,Y0000,,Loan Refinance for 15CR 4180 Salem MO,,",", ,16-Jul,,,C ,
Z150245336,H,N00005559,15,Y, ,"Security State Bank, Cheyenne, OK","Security State Bank, Cheyenne, OK",,Y0000,,Line of credit,,",", ,11-Oct,,,C ,
Z150245419,H,N00007360,15,Y, ,City National Bank,City National Bank,,Y0000,,"Equity Line of Credit on 723 Mule Ears Court, Norden, CA",,",", ,14-Apr,,,E ,d
Z150243982,H,N00033631,15,Y, ,Entegra Bank,Entegra Bank,,Y0000,,Mortgage for Sapphire Lakes Group- Rosman Hwy property,,",", ,7-Oct,,,F ,
Z150245636,H,N00031412,15,Y, ,Southern First Bank,Southern First Bank,,Y0000,,Home Equity Line,,",", ,15-May,,,C ,d
Z160184898,H,N00008046,16,Y, ,Credit Union Mortgage Association,Credit Union Mortgage Association,,Y0000,,Mortgage on DC Condo Residence,,",", ,11-Jan,,,F ,
